country,year,female_lfp,fertility,gdppc
Chile,2003,35.9000015258789,1.986,10409.7701021527
China,2003,68.1999969482422,1.486,2258.91205641921
Colombia,2003,56,2.274,4945.95843950914
Comoros,2003,31.6000003814697,5.167,793.244875599864
"Congo, Dem. Rep.",2003,71.1999969482422,6.924,263.0392774515
"Congo, Rep.",2003,66.5999984741211,5.096,2505.65773538295
Costa Rica,2003,41.7999992370605,2.155,6606.15810146152
Cote d'Ivoire,2003,49.9000015258789,5.645,1238.12148097856
Croatia,2003,44.7000007629395,1.41,12111.0865955465
Cuba,2003,37.9000015258789,1.639,3751.38474701777
Cyprus,2003,54.0999984741211,1.577,28974.1348188193
Czech Republic,2003,50.9000015258789,1.18,16121.2939886577
Denmark,2003,59.7999992370605,1.76,56304.9390154426
Djibouti,2003,32.5,4.14,1099.3280699062
Dominican Republic,2003,47.9000015258789,2.807,4003.12896796732
Ecuador,2003,53.9000015258789,2.868,3888.34219403047
"Egypt, Arab Rep.",2003,18.8999996185303,3.088,2064.65189976101
El Salvador,2003,45.4000015258789,2.575,3207.05628107343
Equatorial Guinea,2003,80.3000030517578,5.623,12770.6903993043
Eritrea,2003,77.0999984741211,5.073,538.342801399216
Estonia,2003,52.0999984741211,1.37,12481.9305095712
Ethiopia,2003,76.3000030517578,6.046,194.168971800397
Fiji,2003,38.2999992370605,2.954,3501.14951939689
Finland,2003,56.5,1.76,42731.5685130833
France,2003,49.5999984741211,1.89,39185.1135537841
Gabon,2003,54.4000015258789,4.327,9863.53793693067
"Gambia, The",2003,71.5999984741211,5.845,529.363512335947
Georgia,2003,56.7999992370605,1.609,1814.41681657346
Germany,2003,49.5999984741211,1.34,38220.6251301825
Ghana,2003,69.6999969482422,4.517,1033.54514540521
Greece,2003,40.7999992370605,1.28,26350.8461474239
Guatemala,2003,42.4000015258789,4.091,2579.87425477125
Guinea,2003,63.4000015258789,5.877,435.109943372602
Guinea-Bissau,2003,65.9000015258789,5.558,479.291307509043
Guyana,2003,39.2999992370605,2.926,2428.35342641798
Haiti,2003,57.7000007629395,3.955,723.601295743967
Honduras,2003,39,3.564,1765.0609665776
"Hong Kong SAR, China",2003,51.0999984741211,0.901,24010.5452989458
Hungary,2003,42.2999992370605,1.27,11849.7562786344
Iceland,2003,71.3000030517578,1.99,37470.6536268107
India,2003,35.7000007629395,3.105,859.341001752055
Indonesia,2003,49.5999984741211,2.471,2335.61164299957
"Iran, Islamic Rep.",2003,17,1.925,4946.54470595063
Iraq,2003,13.1999998092651,4.658,2525.76717381937
Ireland,2003,49.2000007629395,1.96,47954.5015071561
Israel,2003,49.2000007629395,2.95,25751.1838330908
Italy,2003,36.9000015258789,1.29,36732.1635116695
Jamaica,2003,57.2000007629395,2.439,5038.31750706515
Japan,2003,48.5,1.29,42743.981736583
Jordan,2003,11.8999996185303,3.809,3297.36218072912
Kazakhstan,2003,64.9000015258789,2.03,6107.70925931227
Kenya,2003,61.2000007629395,4.975,838.717250872369
"Korea, Rep.",2003,48.7999992370605,1.18,17148.482650949
Kuwait,2003,45.5999984741211,2.648,42626.4811005551
Kyrgyz Republic,2003,54.4000015258789,2.5,716.26425084356
Lao PDR,2003,78.0999984741211,3.857,762.835537494495
Latvia,2003,51.0999984741211,1.32,8861.90386388804
Lebanon,2003,19.7999992370605,1.938,6539.6572664795
Lesotho,2003,64.1999969482422,3.744,954.620674983993
Liberia,2003,58.5,5.635,270.3291068021
Libya,2003,29,2.731,9414.82999749197
Lithuania,2003,55.2000007629395,1.26,8934.41804260199
Luxembourg,2003,42.4000015258789,1.62,95212.7342123373
"Macao SAR, China",2003,55.5,0.831,26766.5188981833
"Macedonia, FYR",2003,42.5999984741211,1.604,3469.83719596426
Madagascar,2003,84.1999969482422,5.233,399.685335991177
Malawi,2003,78.5,6.083,369.632166277853
Malaysia,2003,44.4000015258789,2.418,7323.6991037305
Maldives,2003,44.9000015258789,2.51,4868.50972219824
Mali,2003,35.7999992370605,6.842,651.944400412428
Malta,2003,30.6000003814697,1.48,19035.3611499787
Mauritania,2003,25,5.228,987.979098658014
Mauritius,2003,40.2000007629395,1.87,5905.00121412912
Mexico,2003,38.5999984741211,2.604,8318.63354448216
Moldova,2003,48.2000007629395,1.247,1189.31217378208
Mongolia,2003,55.5999984741211,2.091,1793.0481750981
Montenegro,2003,43.0999984741211,1.852,5004.78830450044
Morocco,2003,27.1000003814697,2.506,2234.20998284744
Mozambique,2003,87.9000015258789,5.78,303.769406263445
Myanmar,2003,74.0999984741211,2.814,461.804936532008
Namibia,2003,53.0999984741211,3.773,3970.87522927888
Nepal,2003,80.9000015258789,3.575,478.023902036473
Netherlands,2003,55.7999992370605,1.75,46424.7887740823
New Zealand,2003,58.7999992370605,1.93,32187.638648629
Nicaragua,2003,41.2999992370605,2.807,1341.94376704368
Niger,2003,39.2999992370605,7.718,339.155617048819
Nigeria,2003,46.7999992370605,6.036,1420.34949424581
Norway,2003,60.5,1.8,84032.4308618623
Oman,2003,24.5,3.148,17882.6642552685
Pakistan,2003,17,4.211,881.137194525724
Panama,2003,46.7999992370605,2.603,5516.9402585444705
Papua New Guinea,2003,71.1999969482422,4.368,1149.12966336233
Paraguay,2003,53.5,3.21,2633.23654683079
Peru,2003,58.5,2.77,3519.40341859424
Philippines,2003,51.0999984741211,3.644,1691.20670154498
Poland,2003,47.9000015258789,1.22,9135.64781390511
Portugal,2003,54.5999984741211,1.44,21541.3520604295
Puerto Rico,2003,37.2999992370605,1.7624,28082.7868056127
Qatar,2003,41.2999992370605,2.855,62308.2605583519
Romania,2003,50.2999992370605,1.3,5974.76524385714
Russian Federation,2003,55.0999984741211,1.31,7769.67022522781
Rwanda,2003,85.6999969482422,5.353,385.025754896588
Samoa,2003,30,4.454,3238.50213575436
Sao Tome and Principe,2003,40,5.123,911.025189311164
Saudi Arabia,2003,16.3999996185303,3.504,14869.8153504496
Senegal,2003,64.5,5.338,909.601954884936
Serbia,2003,45.5,1.59,4018.50633897681
Sierra Leone,2003,64.0999984741211,6.007,382.628889526518
Singapore,2003,51.5,1.27,35233.1344804816
Slovak Republic,2003,52.7999992370605,1.2,11756.0477010539
Slovenia,2003,50.0999984741211,1.2,20347.6272255997
Solomon Islands,2003,53.5,4.578,1086.89235303818
South Africa,2003,47.5,2.763,6360.40752929039
Spain,2003,43,1.3,30084.417570045
Sri Lanka,2003,35.4000015258789,2.268,1947.48037810627
St. Lucia,2003,64.3000030517578,2.098,6486.46239036416
St. Vincent and the Grenadines,2003,52.0999984741211,2.229,5506.04232536937
Sudan,2003,29.7999992370605,5.206,1098.18330187042
Suriname,2003,37.0999984741211,2.692,6367.61298405754
Swaziland,2003,42.7999992370605,3.982,3217.18567809196
Sweden,2003,58.5999984741211,1.71,46983.2347981761
Switzerland,2003,59.5999984741211,1.39,66949.2468141437
Tajikistan,2003,57.7999992370605,3.669,533.374027663504
Tanzania,2003,87.8000030517578,5.659,559.757901409422
Thailand,2003,65.5,1.595,3953.39495710942
Timor-Leste,2003,35.2999992370605,6.965,634.796988695234
Togo,2003,78.4000015258789,5.276,496.26458075325
Tonga,2003,52.5,4.202,3528.744096814
Trinidad and Tobago,2003,49.5999984741211,1.749,12426.1491069149
Tunisia,2003,24,2.06,3261.23406430284
Turkey,2003,26.2999992370605,2.329,7979.37104473847
Turkmenistan,2003,47.4000015258789,2.701,2499.42476964618
Uganda,2003,79.5999984741211,6.716,460.234245925583
Ukraine,2003,51.9000015258789,1.172,2349.93150771578
United Arab Emirates,2003,35.0999984741211,2.329,60968.2784197915
United Kingdom,2003,54.5,1.7,37878.4071073591
United States,2003,58.5,2.0475,46304.0360895612
Uruguay,2003,52.2999992370605,2.189,8036.51928805828
Uzbekistan,2003,47.5,2.36,885.322126922402
Vanuatu,2003,67.1999969482422,4.056,2522.93549440882
"Venezuela, RB",2003,53.7000007629395,2.701,9729.47504929696
Vietnam,2003,72.8000030517578,1.901,917.144770018116
West Bank and Gaza,2003,12.1000003814697,4.983,2208.43300292412
"Yemen, Rep.",2003,23,5.842,1175.46305111419
Zambia,2003,74.1999969482422,6.048,1018.00350319057
Zimbabwe,2003,80.0999984741211,4.008,918.770715742036
Afghanistan,2004,13.6999998092651,6.987,373.687924621039
Albania,2004,49.0999984741211,1.798,2896.27787166584
Algeria,2004,12.6000003814697,2.441,4092.53020886053
Angola,2004,65.6999969482422,6.755,2260.00845965866
Argentina,2004,48.7999992370605,2.474,7934.90232969719
Armenia,2004,53.4000015258789,1.729,2225.40450507292
Australia,2004,55.7000007629395,1.768,47771.0477703975
Austria,2004,50.4000015258789,1.42,43842.2955191408
Azerbaijan,2004,59.2000007629395,2.0535,2357.39602637373
"Bahamas, The",2004,67.3000030517578,1.857,23996.0750357769
Bahrain,2004,35.7999992370605,2.529,22743.5608037004
Bangladesh,2004,55.2000007629395,2.779,572.214467752416
Barbados,2004,64.5999984741211,1.755,15078.6919923073
Belarus,2004,51.2000007629395,1.2,3650.24175022475
Belgium,2004,44.5,1.72,42420.3943573578
Belize,2004,43.7999992370605,3.175,4343.52839504031
Benin,2004,66,5.645,716.363573400163
Bhutan,2004,62.0999984741211,2.962,1483.38262548958
Bolivia,2004,60.7999992370605,3.683,1676.21693805448
Bosnia and Herzegovina,2004,32,1.221,3585.98849535646
Botswana,2004,70.8000030517578,3.06,5330.29544951186
Brazil,2004,57.5999984741211,2.135,9240.04032375611
Brunei Darussalam,2004,55.4000015258789,2.013,37147.0517793481
Bulgaria,2004,45.5999984741211,1.29,5211.75207655702
Burkina Faso,2004,76.9000015258789,6.335,485.869864722228
Burundi,2004,83.5999984741211,6.803,210.474212072144
Cabo Verde,2004,47.5999984741211,3,2498.1159277007
Cambodia,2004,75,3.309,548.046053213145
Cameroon,2004,61.9000015258789,5.413,1132.30988730835
Canada,2004,61.2000007629395,1.53,46169.2522240283
Central African Republic,2004,71.4000015258789,5.176,421.000821409807
Chad,2004,64.1999969482422,7.147,737.95294790592
Chile,2004,37.2999992370605,1.959,10911.0993395865
China,2004,67.3000030517578,1.502,2472.58650206857
Colombia,2004,53.5999984741211,2.236,5139.97734770032
Comoros,2004,32,5.103,789.234515468551
"Congo, Dem. Rep.",2004,71.0999984741211,6.865,271.910848479647
"Congo, Rep.",2004,67.0999984741211,5.089,2531.20793240112
Costa Rica,2004,40.2999992370605,2.105,6792.10826228766
Cote d'Ivoire,2004,50.2999992370605,5.577,1231.4782307249
Croatia,2004,46,1.43,12608.3990630035
Cuba,2004,38,1.638,3958.75023762873
Cyprus,2004,54.2000007629395,1.549,29895.7529354219
Czech Republic,2004,50.5999984741211,1.23,16913.7395024413
Denmark,2004,60.7000007629395,1.78,57641.6415335306
Djibouti,2004,32.9000015258789,4.038,1125.05577142013
Dominican Republic,2004,48.4000015258789,2.779,3995.39590854213
Ecuador,2004,57.5,2.828,4139.08118575092
"Egypt, Arab Rep.",2004,19.5,3.047,2109.75888757107
El Salvador,2004,43.9000015258789,2.482,3253.08498855529
Equatorial Guinea,2004,80.3000030517578,5.568,17058.5530079905
Eritrea,2004,77.5999984741211,5.005,527.811581028366
Estonia,2004,52.7000007629395,1.47,13347.1886686946
Ethiopia,2004,77.4000015258789,5.87,214.38218922967
Fiji,2004,38.2000007629395,2.907,3678.92128895585
Finland,2004,56.2999992370605,1.8,44280.4789637565
France,2004,49.5,1.92,39981.4987590109
Gabon,2004,54.4000015258789,4.274,9714.63826900041
"Gambia, The",2004,71.5999984741211,5.827,548.651040187082
Georgia,2004,55.7999992370605,1.639,1946.03095947137
Germany,2004,50.2000007629395,1.36,38676.1907201262
Ghana,2004,68.6999969482422,4.464,1063.40046240887
Greece,2004,42,1.3,27616.050070383
Guatemala,2004,42.5,3.976,2598.29662109661
Guinea,2004,63.7000007629395,5.804,436.673006125638
Guinea-Bissau,2004,66.0999984741211,5.478,482.172450593132
Guyana,2004,39.2999992370605,2.894,2509.60897806863
Haiti,2004,58.0999984741211,3.853,687.190967772073
Honduras,2004,39.0999984741211,3.427,1839.79009776043
"Hong Kong SAR, China",2004,51.4000015258789,0.927,25896.717757422
Hungary,2004,42.2999992370605,1.28,12470.4666733782
Iceland,2004,69.4000015258789,2.04,40196.4116407907
India,2004,36.2999992370605,3.036,912.564969013705
Indonesia,2004,49.7999992370605,2.475,2420.58223309275
"Iran, Islamic Rep.",2004,18.2000007629395,1.87,5101.50836930978
Iraq,2004,13.5,4.623,3791.57753490897
Ireland,2004,49.5999984741211,1.93,50252.1759334425
Israel,2004,49.7000007629395,2.9,26593.8542334345
Italy,2004,38,1.34,37072.537726222
Jamaica,2004,57.0999984741211,2.398,5086.69674429341
Japan,2004,48.2999992370605,1.29,43671.6679196406
Jordan,2004,11,3.745,3490.34952541484
Kazakhstan,2004,64.0999984741211,2.21,6647.69212951059
Kenya,2004,60.7000007629395,4.953,858.838369606633
"Korea, Rep.",2004,49.7999992370605,1.154,17921.2914919276
Kuwait,2004,45.0999984741211,2.605,45680.7725921538
Kyrgyz Republic,2004,53.5999984741211,2.6,757.374428304605
Lao PDR,2004,77.8000030517578,3.75,799.880061801558
Latvia,2004,50.7000007629395,1.29,9705.93810036533
Lebanon,2004,19.8999996185303,1.839,6636.29627465265
Lesotho,2004,63,3.64,964.710671212177
Liberia,2004,58.5999984741211,5.547,272.150109085855
Libya,2004,29.2999992370605,2.697,9672.68721291146
Lithuania,2004,51.7999992370605,1.27,9627.13697297358
Luxembourg,2004,44.2999992370605,1.66,98009.6886985688
"Macao SAR, China",2004,57,0.827,33348.9661870243
"Macedonia, FYR",2004,40.2999992370605,1.565,3624.06775131202
Madagascar,2004,84.0999984741211,5.133,408.426631863918
Malawi,2004,78.9000015258789,6.028,379.70805032087
Malaysia,2004,44.4000015258789,2.307,7677.68297178996
Maldives,2004,47.5,2.418,5367.94050960348
Mali,2004,35.9000015258789,6.821,641.627943400252
Malta,2004,28.5,1.4,18991.7828034799
Mauritania,2004,25.5,5.171,1014.01626861285
Mauritius,2004,39.7000007629395,1.92,6205.25319725358
Mexico,2004,40.7999992370605,2.561,8566.23175004038
Moldova,2004,47.0999984741211,1.224,1280.48591638802
Mongolia,2004,55.5,2.124,1961.65767485685
Montenegro,2004,43,1.847,5215.74780830444
Morocco,2004,28.2999992370605,2.479,2317.84232600149
Mozambique,2004,87.5999984741211,5.761,318.008091465875
Myanmar,2004,74.3000030517578,2.769,519.890625091915
Namibia,2004,54.4000015258789,3.714,4408.63560485346
Nepal,2004,80.6999969482422,3.43,493.86970972037
Netherlands,2004,56.2000007629395,1.72,47203.2349619227
New Zealand,2004,59.2000007629395,1.98,32920.7944459649
Nicaragua,2004,42.4000015258789,2.738,1394.91111964702
Niger,2004,39.2000007629395,7.71,327.235590130138
Nigeria,2004,47.5,6.011,1851.31531983451
Norway,2004,60.4000015258789,1.83,86844.5958792289
Oman,2004,25,3.035,17646.7227598116
Pakistan,2004,17.8999996185303,4.129,927.073250126155
Panama,2004,47,2.579,5826.22939902285
Papua New Guinea,2004,71.3000030517578,4.315,1151.68919416926
Paraguay,2004,54,3.119,2694.05854808041
Peru,2004,58,2.725,3648.46883758778
Philippines,2004,50.2000007629395,3.569,1769.82591247709
Poland,2004,47.5999984741211,1.23,9610.44435606006
Portugal,2004,54.5999984741211,1.4,21879.2095319824
Puerto Rico,2004,36.7999992370605,1.7822,28571.4543693811
Qatar,2004,42.0999984741211,2.707,67796.3763755523
Romania,2004,49.7999992370605,1.33,6511.16568437516
Russian Federation,2004,55.7000007629395,1.33,8360.81191962973
Rwanda,2004,85.5999984741211,5.254,405.125736586516
Samoa,2004,29.1000003814697,4.456,3367.1149190684
Sao Tome and Principe,2004,40.5999984741211,5.072,924.616049359499
Saudi Arabia,2004,17,3.392,15774.7174289578
Senegal,2004,64.5999984741211,5.28,937.213464168863
Serbia,2004,45.5999984741211,1.57,4392.27752601414
Sierra Leone,2004,65.4000015258789,5.91,388.560397649187
Singapore,2004,52,1.26,38117.4105337566
Slovak Republic,2004,52.5,1.25,12376.7988896842
Slovenia,2004,52.5,1.25,21219.51546604
Solomon Islands,2004,53.7000007629395,4.54,1111.5220450535
South Africa,2004,45,2.721,6563.53896258283
Spain,2004,44.5,1.31,30506.1736313589
Sri Lanka,2004,34.7999992370605,2.278,2038.14209180814
St. Lucia,2004,63.7000007629395,2.062,6946.5577251197
St. Vincent and the Grenadines,2004,52.7999992370605,2.196,5723.84857891841
Sudan,2004,30,5.123,1108.75366874872
Suriname,2004,37.4000015258789,2.655,6933.24312434637
Swaziland,2004,42.7999992370605,3.925,3296.65669036174
Sweden,2004,58.5999984741211,1.75,48820.7697828916
Switzerland,2004,59.2000007629395,1.42,68380.8919299887
Tajikistan,2004,57.7000007629395,3.597,576.507874737554
Tanzania,2004,88.1999969482422,5.651,586.597858527184
Thailand,2004,65.5,1.58,4164.30524660826
Timor-Leste,2004,33.5999984741211,6.64875,616.018133579325
Togo,2004,79.0999984741211,5.229,493.215755786849
Tonga,2004,52.9000015258789,4.177,3494.59121508103
Trinidad and Tobago,2004,51.5,1.758,13346.5923771546
Tunisia,2004,24.2000007629395,2.02,3432.29737004264
Turkey,2004,23.3999996185303,2.287,8607.44557468905
Turkmenistan,2004,47.2000007629395,2.66,2597.11656381125
Uganda,2004,78.5,6.653,475.302068133589
Ukraine,2004,52,1.218,2654.33354768562
United Arab Emirates,2004,35.9000015258789,2.236,60917.8695371865
United Kingdom,2004,54.7999992370605,1.75,38615.5997330887
United States,2004,58.2000007629395,2.0515,47614.2798621765
Uruguay,2004,52.5,2.174,8442.59164363621
Uzbekistan,2004,47.5,2.46,942.554054569169
Vanuatu,2004,66.3000030517578,3.95,2556.88690859146
"Venezuela, RB",2004,52.5999984741211,2.664,11308.8270845827
Vietnam,2004,72.6999969482422,1.894,974.529145706005
West Bank and Gaza,2004,13.6999998092651,4.875,2339.87320430886
"Yemen, Rep.",2004,23.2999992370605,5.68,1187.96958123152
Zambia,2004,73.9000015258789,6.028,1061.75079080724
Zimbabwe,2004,83.1999969482422,4.005,859.11334243072
Afghanistan,2005,13.8999996185303,6.822,400.122936494632
Albania,2005,48.2999992370605,1.724,3077.6797367138
Algeria,2005,12.8999996185303,2.499,4275.27928899717
Angola,2005,64.4000015258789,6.716,2580.59271846522
Argentina,2005,48.7000007629395,2.452,8548.2826368489
Armenia,2005,52,1.737,2543.27256157207
Australia,2005,57,1.807,48656.4750161488
Austria,2005,51.2000007629395,1.41,44476.7796885842
Azerbaijan,2005,59.5999984741211,2,2949.44281843844
"Bahamas, The",2005,67.6999969482422,1.853,24305.6177221127
Bahrain,2005,36.2999992370605,2.449,22629.9048617972
Bangladesh,2005,55.5,2.687,600.716218377829
Barbados,2005,65,1.759,15623.8097288184
Belarus,2005,50.7999992370605,1.21,4021.05312421374
Belgium,2005,45.5999984741211,1.76,43071.2180196102
Belize,2005,44.7999992370605,3.072,4342.38638918771
Benin,2005,66.1999969482422,5.553,705.510804305601
Bhutan,2005,63.5,2.844,1547.72792585029
Bolivia,2005,61.0999984741211,3.595,1720.08827044763
Bosnia and Herzegovina,2005,31.7000007629395,1.22,3892.42208140251
Botswana,2005,71.0999984741211,2.998,5488.70454829425
Brazil,2005,58.9000015258789,2.066,9416.3638708601
Brunei Darussalam,2005,55.0999984741211,1.994,36653.2511496377
Bulgaria,2005,44.5999984741211,1.32,5618.67856409118
Burkina Faso,2005,76.9000015258789,6.265,512.461469343844
Burundi,2005,83.4000015258789,6.729,205.072022525394
Cabo Verde,2005,48,2.87,2641.29145192779
Cambodia,2005,76.0999984741211,3.227,610.983497913572
Cameroon,2005,62.0999984741211,5.358,1128.96019527597
Canada,2005,60.9000015258789,1.54,47179.857911042
Central African Republic,2005,71.5,5.089,417.731572201122
Chad,2005,64.1999969482422,7.074,835.11897325944
Chile,2005,38.2999992370605,1.934,11386.4299817637
China,2005,66.5,1.513,2738.2054005664
Colombia,2005,53,2.197,5312.08210618283
Comoros,2005,32.5,5.042,792.259663404206
"Congo, Dem. Rep.",2005,71,6.799,279.461866258802
"Congo, Rep.",2005,67.5,5.081,2657.06318520162
Costa Rica,2005,44,2.065,6954.03594125568
Cote d'Ivoire,2005,50.5999984741211,5.512,1229.86453090001
Croatia,2005,46.2999992370605,1.5,13124.5228211397
Cuba,2005,38.7000007629395,1.637,4394.23420848303
Cyprus,2005,53.5999984741211,1.529,30565.7818003826
Czech Republic,2005,50.5999984741211,1.29,17978.4808480158
Denmark,2005,60.5,1.8,58883.9471916098
Djibouti,2005,33.2999992370605,3.938,1144.66785897383
Dominican Republic,2005,49,2.749,4301.88543201982
Ecuador,2005,55.2999992370605,2.793,4286.51555859957
"Egypt, Arab Rep.",2005,20.2000007629395,3.016,2164.50558033897
El Salvador,2005,44.7000007629395,2.398,3356.45748531604
Equatorial Guinea,2005,80.3000030517578,5.512,19289.8803652052
Eritrea,2005,78.0999984741211,4.942,525.083320733658
Estonia,2005,53.2999992370605,1.52,14682.0987967382
Ethiopia,2005,78.4000015258789,5.693,233.143737447926
Fiji,2005,38.0999984741211,2.86,3689.05389974613
Finland,2005,56.7999992370605,1.8,45355.9602901481
France,2005,49.9000015258789,1.94,40319.2099940731
Gabon,2005,54.4000015258789,4.23,9871.94458157789
"Gambia, The",2005,71.6999969482422,5.812,526.199542811006
Georgia,2005,55.4000015258789,1.678,2160.8396865741
Germany,2005,50.5999984741211,1.34,38971.641894822
Ghana,2005,67.5999984741211,4.413,1097.23560679064
Greece,2005,42.0999984741211,1.32,27700.1597581158
Guatemala,2005,44.9000015258789,3.865,2620.77116868777
Guinea,2005,63.7999992370605,5.729,440.260363399699
Guinea-Bissau,2005,66.1999969482422,5.403,492.095871351109
Guyana,2005,39.4000015258789,2.86,2459.39465644053
Haiti,2005,58.4000015258789,3.757,688.702470721511
Honduras,2005,39.5999984741211,3.293,1915.14176318796
"Hong Kong SAR, China",2005,51.7000007629395,0.966,27688.7760495619
Hungary,2005,42.9000015258789,1.31,13042.9478732261
Iceland,2005,70.8000030517578,2.05,41923.3800001077
India,2005,36.9000015258789,2.966,981.688932268881
Indonesia,2005,50,2.481,2524.61030361282
"Iran, Islamic Rep.",2005,19.3999996185303,1.831,5255.55184026613
Iraq,2005,13.6000003814697,4.608,3856.28452627631
Ireland,2005,51.9000015258789,1.86,52004.3256306875
Israel,2005,50.0999984741211,2.84,27276.1870170751
Italy,2005,37.7000007629395,1.34,37241.153254846
Jamaica,2005,57.5,2.361,5113.80410511653
Japan,2005,48.4000015258789,1.26,44393.6500966377
Jordan,2005,12.3000001907349,3.69,3661.07273212528
Kazakhstan,2005,64.5999984741211,2.22,7227.9829490001
Kenya,2005,60.2000007629395,4.921,886.111195162055
"Korea, Rep.",2005,50,1.076,18586.294945184
Kuwait,2005,44.4000015258789,2.577,48123.0178455989
Kyrgyz Republic,2005,54.0999984741211,2.5,747.565616648644
Lao PDR,2005,77.5,3.66,843.889629843404
Latvia,2005,50.9000015258789,1.39,10860.9137111893
Lebanon,2005,20.2999992370605,1.75,6606.27045503458
Lesotho,2005,61.7999992370605,3.548,986.253656155678
Liberia,2005,58.5,5.456,279.064095676054
Libya,2005,29.6000003814697,2.675,10637.5233356314
Lithuania,2005,51,1.29,10541.3301956761
Luxembourg,2005,45.4000015258789,1.63,99626.0502982551
"Macao SAR, China",2005,59,0.84,35300.1551558448
"Macedonia, FYR",2005,42.2000007629395,1.53,3786.97903523645
Madagascar,2005,84.0999984741211,5.039,414.915831057437
Malawi,2005,79.1999969482422,5.969,381.654360994804
Malaysia,2005,44.2999992370605,2.217,7941.5732962855
Maldives,2005,50.2000007629395,2.347,4793.53430068771
Mali,2005,38.0999984741211,6.794,661.98425683529
Malta,2005,30.2999992370605,1.38,19585.1242660293
Mauritania,2005,25.8999996185303,5.114,1073.71658509329
Mauritius,2005,41.0999984741211,1.88,6245.19695813079
Mexico,2005,41.0999984741211,2.521,8706.17536306863
Moldova,2005,46.9000015258789,1.219,1379.87561746639
Mongolia,2005,55.4000015258789,2.176,2079.11155586455
Montenegro,2005,42.9000015258789,1.84,5426.41061304666
Morocco,2005,27.8999996185303,2.466,2369.56666172394
Mozambique,2005,87.4000015258789,5.736,335.863894732065
Myanmar,2005,74.5,2.714,585.686334714872
Namibia,2005,55.5,3.667,4465.99646065454
Nepal,2005,80.5,3.289,504.86691180265
Netherlands,2005,56.7999992370605,1.71,48110.449770113
New Zealand,2005,60.2999992370605,1.97,33658.2045233112
Nicaragua,2005,43.5,2.677,1435.81944684179
Niger,2005,39.2000007629395,7.702,329.550468420773
Nigeria,2005,47.5999984741211,5.985,1866.0067928241
Norway,2005,60.2999992370605,1.84,88519.0865614534
Oman,2005,25.5,2.957,17662.7318710981
Pakistan,2005,19.2999992370605,4.067,978.053264698085
Panama,2005,47.9000015258789,2.562,6134.78553994053
Papua New Guinea,2005,71.3000030517578,4.263,1195.21205675957
Paraguay,2005,54.5999984741211,3.04,2707.97513864572
Peru,2005,57.5999984741211,2.684,3830.41630972932
Philippines,2005,49.7999992370605,3.487,1821.1200509119
Poland,2005,47.5,1.24,9950.57267533817
Portugal,2005,55.4000015258789,1.41,22006.109699060202
Puerto Rico,2005,38.0999984741211,1.7702,28775.3877857369
Qatar,2005,44.7000007629395,2.562,63748.1670413727
Romania,2005,48,1.4,6824.82145977214
Russian Federation,2005,56.2000007629395,1.29,8927.90565842376
Rwanda,2005,85.6999969482422,5.146,424.508293830378
Samoa,2005,28.2999992370605,4.46,3484.96541007675
Sao Tome and Principe,2005,41.2000007629395,5.022,968.132064583325
Saudi Arabia,2005,17.6000003814697,3.3,16447.7867721038
Senegal,2005,64.6999969482422,5.232,963.382450224058
Serbia,2005,45.7000007629395,1.45,4649.57626719508
Sierra Leone,2005,65.5,5.805,389.342550897451
Singapore,2005,53.5,1.26,40020.2601607487
Slovak Republic,2005,51.2000007629395,1.27,13211.0557814812
Slovenia,2005,52.7999992370605,1.26,22030.7419591888
Solomon Islands,2005,53.7000007629395,4.502,1143.15358584026
South Africa,2005,46.5,2.675,6817.95945071534
Spain,2005,45.7999992370605,1.33,31111.8967307432
Sri Lanka,2005,34.4000015258789,2.284,2149.03908278846
St. Lucia,2005,63.0999984741211,2.04,6810.84665479132
St. Vincent and the Grenadines,2005,53.2999992370605,2.17,5856.22479280367
Sudan,2005,30.2000007629395,5.039,1158.22704164891
Suriname,2005,37.7999992370605,2.619,7210.5460265739
Swaziland,2005,42.9000015258789,3.871,3436.84008681959
Sweden,2005,59.2999992370605,1.77,49996.3428525087
Switzerland,2005,59.5,1.42,70008.5965339571
Tajikistan,2005,57.7000007629395,3.543,602.567832784074
Tanzania,2005,88.5,5.638,616.215813974868
Thailand,2005,66.0999984741211,1.568,4308.4337674727
Timor-Leste,2005,32,6.3325,643.381695892876
Togo,2005,79.8000030517578,5.179,485.6482243897
Tonga,2005,53.2999992370605,4.144,3527.63713778951
Trinidad and Tobago,2005,53.5,1.769,14105.3521908279
Tunisia,2005,24.2999992370605,2.04,3517.75287602797
Turkey,2005,23.3999996185303,2.25,9208.6429959868
Turkmenistan,2005,47,2.615,2904.27741987606
Uganda,2005,77.1999969482422,6.583,488.681715711351
Ukraine,2005,52,1.213,2746.04980202904
United Arab Emirates,2005,37,2.149,56663.745383122
United Kingdom,2005,55,1.76,39491.2082382329
United States,2005,58.2999992370605,2.057,48755.6160606735
Uruguay,2005,52.7000007629395,2.158,9068.29532395658
Uzbekistan,2005,47.5,2.36,996.868052119251
Vanuatu,2005,65.3000030517578,3.851,2625.20637503698
"Venezuela, RB",2005,51.5999984741211,2.629,12263.7822972753
Vietnam,2005,72.5999984741211,1.894,1035.92217009178
West Bank and Gaza,2005,14.1999998092651,4.782,2530.35719904013
"Yemen, Rep.",2005,23.5,5.515,1219.35758914895
Zambia,2005,73.5999984741211,6.001,1108.51595367512
