country,year,female_lfp,fertility,gdppc
Haiti,1995,57.2000007629395,4.89,NA
Honduras,1995,35,4.649,1616.70645548196
"Hong Kong SAR, China",1995,47.5,1.295,21893.7723520349
Hungary,1995,40.4000015258789,1.57,8913.28098069785
Iceland,1995,70.5,2.08,29650.1583643657
India,1995,35.4000015258789,3.651,628.862634651533
Indonesia,1995,50.9000015258789,2.691,2223.42829901943
"Iran, Islamic Rep.",1995,10.3999996185303,3.216,3934.56415630733
Iraq,1995,11.6999998092651,5.423,2321.79706598329
Ireland,1995,39.5999984741211,1.84,28713.9424306119
Israel,1995,45.5999984741211,2.9,23546.6195717031
Italy,1995,33.4000015258789,1.19,32831.8379667785
Jamaica,1995,66.6999969482422,2.768,5061.66306794333
Japan,1995,50,1.422,40368.6936114702
Jordan,1995,11.8999996185303,4.677,2834.04735773044
Kazakhstan,1995,62.7000007629395,2.26,3738.46947330536
Kenya,1995,66.5999984741211,5.251,860.412824986134
"Korea, Rep.",1995,48.5,1.634,12224.0411501293
Kuwait,1995,40.7000007629395,2.668,40805.0048657885
Kyrgyz Republic,1995,57.7999992370605,3.1,535.043964563196
Lao PDR,1995,80,5.384,546.700656122684
Latvia,1995,53.0999984741211,1.25,5134.61850372899
Lebanon,1995,18.3999996185303,2.617,6703.203704009
Lesotho,1995,67.5999984741211,4.548,803.963025455147
Liberia,1995,57.5,6.156,115.435661183213
Libya,1995,21.8999996185303,3.656,NA
Lithuania,1995,55.5,1.55,5324.14678730635
Luxembourg,1995,35.2999992370605,1.7,70841.1726452993
"Macao SAR, China",1995,48.5,1.242,22057.120138549
"Macedonia, FYR",1995,42.7999992370605,1.977,3103.49280386198
Madagascar,1995,84,5.999,417.647261779116
Malawi,1995,75.8000030517578,6.528,367.692441945794
Malaysia,1995,42.5999984741211,3.339,6205.54512910219
Maldives,1995,28.2000007629395,4.298,NA
Mali,1995,37,7.058,493.837230821046
Malta,1995,28.1000003814697,1.81,15014.8006797807
Mauritania,1995,20,5.708,1033.7988550374
Mauritius,1995,39.0999984741211,2.14,4439.86281355009
Mexico,1995,37.9000015258789,3.051,7277.66510393163
Moldova,1995,58.9000015258789,1.901,1086.93603328742
Mongolia,1995,54.7999992370605,2.738,1459.10692448979
Montenegro,1995,44,1.977,NA
Morocco,1995,27.7000007629395,3.309,1716.8960989657
Mozambique,1995,86.8000030517578,5.973,168.931226381602
Myanmar,1995,72.8000030517578,3.036,237.956927203735
Namibia,1995,48.9000015258789,4.589,3619.79382056748
Nepal,1995,80,4.72,403.154953163497
Netherlands,1995,47.4000015258789,1.53,38440.8424388531
New Zealand,1995,55.2000007629395,1.99,26965.1484947898
Nicaragua,1995,33.4000015258789,3.78,1122.1698078247
Niger,1995,30.7999992370605,7.749,339.616817752919
Nigeria,1995,41.7000007629395,6.262,1238.000252986
Norway,1995,56.0999984741211,1.87,70477.3765203778
Oman,1995,19.5,5.346,16388.0656753133
Pakistan,1995,12.5,5.342,816.86153037514
Panama,1995,42.7999992370605,2.858,4743.90781210929
Papua New Guinea,1995,69.6999969482422,4.668,1400.99148689097
Paraguay,1995,55.9000015258789,4.108,2937.57452405461
Peru,1995,51.2000007629395,3.317,3139.99403451214
Philippines,1995,49.5,4.006,1506.58439141527
Poland,1995,51.0999984741211,1.62,6539.91412066892
Portugal,1995,49.2999992370605,1.41,18081.6235686368
Puerto Rico,1995,33.2000007629395,2.088,21966.8564208958
Qatar,1995,42.2999992370605,3.59,NA
Romania,1995,56,1.33,4911.06523181224
Russian Federation,1995,52.7000007629395,1.34,5919.34063407522
Rwanda,1995,86.3000030517578,6.159,277.593476341499
Samoa,1995,37,4.751,2407.51241545933
Sao Tome and Principe,1995,38.4000015258789,5.545,NA
Saudi Arabia,1995,15.5,5.045,14972.4200469546
Senegal,1995,63.4000015258789,6.053,811.7253538355
Serbia,1995,44.5,1.7,3153.38339326285
Sierra Leone,1995,64.5999984741211,6.543,354.521979788585
Singapore,1995,49.7000007629395,1.71,29008.4995541899
Slovak Republic,1995,51.5,1.52,8699.38630392353
Slovenia,1995,52.4000015258789,1.29,15063.7147708046
Solomon Islands,1995,52.7000007629395,5.197,1630.18831245348
South Africa,1995,44.5,3.11,5948.75975847713
Spain,1995,37,1.17,23890.9867682225
Sri Lanka,1995,36.2999992370605,2.291,1483.16349503315
St. Lucia,1995,59.2999992370605,2.873,5846.61265658676
St. Vincent and the Grenadines,1995,47.5,2.703,4159.20225838055
Sudan,1995,27.5,5.821,843.39330605225
Suriname,1995,32.7999992370605,3.035,5592.06251298509
Swaziland,1995,42.4000015258789,4.866,2869.9655565997
Sweden,1995,58.5999984741211,1.73,37686.9516341179
Switzerland,1995,56.0999984741211,1.48,61329.7151297331
Tajikistan,1995,58.2999992370605,4.588,443.646465446324
Tanzania,1995,87.0999984741211,5.883,460.057077943828
Thailand,1995,65.5999984741211,1.867,3543.77664154113
Timor-Leste,1995,39.5999984741211,6.384,NA
Togo,1995,71.6999969482422,5.755,483.773953922784
Tonga,1995,46.0999984741211,4.447,3041.25007161142
Trinidad and Tobago,1995,44.7999992370605,1.961,6823.45403964722
Tunisia,1995,22.7999992370605,2.67,2474.80160980951
Turkey,1995,30.7999992370605,2.728,7008.84649279796
Turkmenistan,1995,47.2999992370605,3.512,2064.00940559273
Uganda,1995,81.5999984741211,7.018,362.184527649616
Ukraine,1995,54,1.397,1917.45137153295
United Arab Emirates,1995,31.2999992370605,3.393,63561.210479143
United Kingdom,1995,52.2999992370605,1.71,30598.8152221341
United States,1995,57.7999992370605,1.978,38677.7150883663
Uruguay,1995,49.4000015258789,2.4,8044.6743690722
Uzbekistan,1995,46.7000007629395,3.596,728.23518460811
Vanuatu,1995,74.5999984741211,4.73,2625.14716703867
"Venezuela, RB",1995,41.2000007629395,3.082,12564.6826476363
Vietnam,1995,73.5999984741211,2.714,606.931363538888
West Bank and Gaza,1995,10.1999998092651,6.251,1567.31652674101
"Yemen, Rep.",1995,17.7999992370605,7.521,1036.20738570692
Zambia,1995,74.9000015258789,6.233,894.15878761917
Zimbabwe,1995,67.5,4.431,1168.22300014936
Afghanistan,1996,14.3000001907349,7.63,NA
Albania,1996,52.7000007629395,2.508,1869.4323501486
Algeria,1996,11.8000001907349,3.208,3298.83343911025
Angola,1996,68.3000030517578,7.051,2098.97986731394
Argentina,1996,41.4000015258789,2.711,7976.41417060256
Armenia,1996,58.5999984741211,1.938,1120.03976903744
Australia,1996,53.7999992370605,1.796,39024.5662534149
Austria,1996,47.9000015258789,1.45,37253.4057995133
Azerbaijan,1996,56.2999992370605,2.06,1219.50934895182
"Bahamas, The",1996,67.3000030517578,2.443,21781.2145055081
Bahrain,1996,32.2000007629395,3.005,22175.1957583791
Bangladesh,1996,57.4000015258789,3.592,457.303085735771
Barbados,1996,63.7000007629395,1.733,13337.6368181871
Belarus,1996,55,1.31,2016.29385868968
Belgium,1996,40.4000015258789,1.59,35783.6684518091
Belize,1996,36.2000007629395,4.01,3364.15103751373
Benin,1996,60.7999992370605,6.284,629.598803249332
Bhutan,1996,47.2999992370605,4.4,1043.04727826873
Bolivia,1996,57.4000015258789,4.418,1539.33419281039
Bosnia and Herzegovina,1996,35.0999984741211,1.63,1652.25233568505
Botswana,1996,68.5,3.866,4365.71237178788
Brazil,1996,52.2000007629395,2.474,8555.07161043079
Brunei Darussalam,1996,51.4000015258789,2.806,38114.8175141206
Bulgaria,1996,49.4000015258789,1.23,3862.28186922653
Burkina Faso,1996,76.6999969482422,6.801,390.339195690452
Burundi,1996,87.1999969482422,7.267,228.007353581256
Cabo Verde,1996,44.4000015258789,4.389,1493.85614442962
Cambodia,1996,76.3000030517578,4.504,349.954413615698
Cameroon,1996,60.9000015258789,5.903,994.934559050346
Canada,1996,56.7999992370605,1.592,37764.3681244718
Central African Republic,1996,70.6999969482422,5.573,406.432054629479
Chad,1996,64.5,7.426,478.983650625847
Chile,1996,34.2999992370605,2.222,9079.66977593857
China,1996,72,1.59,1335.36265115067
Colombia,1996,38.5,2.596,4862.06779671081
Comoros,1996,29.2000007629395,5.736,745.285978595192
"Congo, Dem. Rep.",1996,69.9000015258789,7.12,361.897068835091
"Congo, Rep.",1996,62.9000015258789,5.128,2525.21229055132
Costa Rica,1996,34,2.737,5585.13713216589
Cote d'Ivoire,1996,47.0999984741211,6.152,1386.0128868404
Croatia,1996,45.5999984741211,1.67,9324.72764123749
Cuba,1996,37.2000007629395,1.633,3053.34472838055
Cyprus,1996,43,2.035,23965.5255684289
Czech Republic,1996,51.7000007629395,1.18,14015.2538320938
Denmark,1996,58.2000007629395,1.75,50305.2790269379
Djibouti,1996,29.7999992370605,5.15,1121.56894784901
Dominican Republic,1996,45.0999984741211,3.069,3193.75724732302
Ecuador,1996,45.5999984741211,3.294,3832.76236162742
"Egypt, Arab Rep.",1996,20,3.571,1747.75464427697
El Salvador,1996,41.4000015258789,3.347,2755.40354876995
Equatorial Guinea,1996,80.4000015258789,5.888,1580.31225011286
Eritrea,1996,72.0999984741211,5.793,569.205826677516
Estonia,1996,54,1.37,7818.07392730285
Ethiopia,1996,71.4000015258789,6.935,199.270245336949
Fiji,1996,39.4000015258789,3.244,3235.34487733163
Finland,1996,55,1.76,33061.065001826
France,1996,48.2000007629395,1.75,34499.338998389
Gabon,1996,55.0999984741211,4.903,11450.3614326657
"Gambia, The",1996,70.3000030517578,6.018,489.271172559731
Georgia,1996,58.5,1.812,1153.55704827821
Germany,1996,48,1.3,34967.7727108169
Ghana,1996,71.4000015258789,4.957,905.201052910288
Greece,1996,37.9000015258789,1.28,20390.5319762027
Guatemala,1996,41.2000007629395,4.847,2378.98055704697
Guinea,1996,63.5999984741211,6.334,388.218412453555
Guinea-Bissau,1996,58.9000015258789,6.201,670.691164275327
Guyana,1996,38.4000015258789,3.206,2276.85966985767
Haiti,1996,57.0999984741211,4.779,757.057924590002
Honduras,1996,40.0999984741211,4.531,1635.78759488037
"Hong Kong SAR, China",1996,47.5999984741211,1.191,21835.1039177596
Hungary,1996,40,1.46,8929.1031704153
Iceland,1996,69.5,2.12,30901.6437442418
India,1996,35.0999984741211,3.581,663.620282403244
Indonesia,1996,51.0999984741211,2.628,2357.82045229499
"Iran, Islamic Rep.",1996,10.6000003814697,2.961,4116.99461492904
Iraq,1996,11.8999996185303,5.323,2498.86548923359
Ireland,1996,41.0999984741211,1.88,31077.6803308121
Israel,1996,45.5,2.9,24350.9490792902
Italy,1996,33.7999992370605,1.2,33244.8311349789
Jamaica,1996,65,2.738,4995.63047000521
Japan,1996,50.0999984741211,1.425,41514.8506715021
Jordan,1996,12.1000003814697,4.531,2809.92646304366
Kazakhstan,1996,63,2.13,3814.49932695983
Kenya,1996,65.9000015258789,5.165,872.412682417039
"Korea, Rep.",1996,49.0999984741211,1.574,12978.2059240686
Kuwait,1996,41.7999992370605,2.771,41029.9962520269
Kyrgyz Republic,1996,57.5,2.8,564.531454061683
Lao PDR,1996,79.8000030517578,5.163,571.803022894036
Latvia,1996,51.0999984741211,1.16,5315.27937225246
Lebanon,1996,18.6000003814697,2.543,6961.3000043573
Lesotho,1996,67.8000030517578,4.475,832.81425023524
Liberia,1996,57.5999984741211,6.109,122.485943576997
Libya,1996,22.8999996185303,3.47,NA
Lithuania,1996,54.5999984741211,1.49,5641.06696543664
Luxembourg,1996,36.4000015258789,1.77,71227.4857819138
"Macao SAR, China",1996,55.7999992370605,1.179,21601.7595001842
"Macedonia, FYR",1996,42.5999984741211,1.919,3132.64103749349
Madagascar,1996,84,5.924,413.404297696327
Malawi,1996,75.9000015258789,6.468,387.341457220783
Malaysia,1996,42.5,3.275,6654.33111526957
Maldives,1996,30,3.975,NA
Mali,1996,37,7.02,514.776766032336
Malta,1996,28.3999996185303,2.03,15487.7209234693
Mauritania,1996,20.2000007629395,5.647,1062.1820959348
Mauritius,1996,39.4000015258789,2.12,4640.25302601202
Mexico,1996,37.9000015258789,2.982,7564.63508681871
Moldova,1996,58.4000015258789,1.811,1025.10658557064
Mongolia,1996,55.0999984741211,2.57,1479.78530067929
Montenegro,1996,43.5999984741211,1.951,NA
Morocco,1996,28.3999996185303,3.166,1901.40944031699
Mozambique,1996,86.9000015258789,5.925,207.783025196883
Myanmar,1996,72.9000015258789,2.994,250.044424056067
Namibia,1996,48.4000015258789,4.466,3623.30957075181
Nepal,1996,80.3000030517578,4.6,414.716968414085
Netherlands,1996,48.4000015258789,1.53,39628.6519765754
New Zealand,1996,56.5,1.96,27506.9638583788
Nicaragua,1996,34.2999992370605,3.623,1170.88402348318
Niger,1996,32.2000007629395,7.749,338.926310397503
Nigeria,1996,42.2999992370605,6.224,1267.78615860854
Norway,1996,57.5999984741211,1.89,73646.726334954
Oman,1996,20.1000003814697,4.981,16674.9522281641
Pakistan,1996,13.6000003814697,5.198,835.343575760576
Panama,1996,43.2000007629395,2.834,4837.24213063298
Papua New Guinea,1996,69.5999984741211,4.653,1470.55423528346
Paraguay,1996,53.4000015258789,4.014,2916.51614673449
Peru,1996,54.2999992370605,3.226,3174.74872435822
Philippines,1996,49.2000007629395,3.962,1558.90425387458
Poland,1996,50.5,1.59,6930.73471396384
Portugal,1996,50,1.44,18643.6492510891
Puerto Rico,1996,33.7000007629395,1.94,22350.3045821732
Qatar,1996,41.5,3.534,NA
Romania,1996,57.7999992370605,1.3,5115.83282212049
Russian Federation,1996,51.7999992370605,1.277,5714.55123720316
Rwanda,1996,85.5999984741211,6.032,303.482680707283
Samoa,1996,36.2000007629395,4.692,2563.50375788277
Sao Tome and Principe,1996,38.5999984741211,5.491,NA
Saudi Arabia,1996,15.6999998092651,4.83,15096.5998460563
Senegal,1996,63.5999984741211,5.94,806.874590916301
Serbia,1996,44.5999984741211,NA,3233.09601989711
Sierra Leone,1996,64.4000015258789,6.499,361.187074772743
Singapore,1996,51,1.696,29951.0196044356
Slovak Republic,1996,52.2999992370605,1.47,9267.57877567055
Slovenia,1996,51.4000015258789,1.28,15603.1518392387
Solomon Islands,1996,52.7999992370605,5.077,1610.61563818185
South Africa,1996,45.5,3.04,6068.01871647025
Spain,1996,37.5999984741211,1.16,24473.3360825466
Sri Lanka,1996,35.7999992370605,2.268,1528.0254093567
St. Lucia,1996,59.7999992370605,2.76,6083.81422489865
St. Vincent and the Grenadines,1996,48,2.641,4214.45145927023
Sudan,1996,28.5,5.747,867.253284870954
Suriname,1996,33.7000007629395,2.987,5565.66549234454
Swaziland,1996,42.4000015258789,4.709,2916.42525621751
Sweden,1996,58.7999992370605,1.6,38198.1476289822
Switzerland,1996,57,1.5,61426.4824725966
Tajikistan,1996,58.2999992370605,4.465,364.647034759879
Tanzania,1996,87.0999984741211,5.828,467.99646719605
Thailand,1996,66.8000030517578,1.823,3705.76314162446
Timor-Leste,1996,39.2000007629395,6.627,NA
Togo,1996,72.5999984741211,5.666,513.498268165795
Tonga,1996,46.7999992370605,4.391,3032.54746560596
Trinidad and Tobago,1996,46.9000015258789,1.896,7284.41690881639
Tunisia,1996,23.2000007629395,2.51,2613.20246348128
Turkey,1996,30.3999996185303,2.679,7408.45072031693
Turkmenistan,1996,47.4000015258789,3.325,2161.17982307374
Uganda,1996,81.4000015258789,6.994,383.242552417017
Ukraine,1996,53.7000007629395,1.332,1741.08871439694
United Arab Emirates,1996,31.7999992370605,3.215,64043.8870196999
United Kingdom,1996,52.7000007629395,1.73,31298.9009473351
United States,1996,58.2000007629395,1.976,39681.5198579033
Uruguay,1996,50,2.363,8432.65279410593
Uzbekistan,1996,46.7999992370605,3.32,726.584152399542
Vanuatu,1996,73.6999969482422,4.677,2630.51505439964
"Venezuela, RB",1996,43.9000015258789,3.022,12284.8446938926
Vietnam,1996,73.5,2.529,653.085384784221
West Bank and Gaza,1996,10.1999998092651,6.085,1607.76698482488
"Yemen, Rep.",1996,18.7999992370605,7.248,1045.3021353665
Zambia,1996,74.6999969482422,6.196,924.892930522547
Zimbabwe,1996,67.5,4.326,1268.14403341656
Afghanistan,1997,14.1000003814697,7.636,NA
Albania,1997,52.9000015258789,2.423,1677.28346834666
Algeria,1997,11.8000001907349,2.988,3282.01817077007
Angola,1997,67.9000015258789,7.017,2202.92693545204
Argentina,1997,41.5999984741211,2.664,8523.68857162045
Armenia,1997,58.4000015258789,1.838,1170.4310757001
Australia,1997,53.7000007629395,1.778,40113.7172139535
Austria,1997,48.0999984741211,1.39,38031.7300207115
Azerbaijan,1997,56.4000015258789,2.07,1277.85412406008
"Bahamas, The",1997,66.5,2.357,21984.3618329777
Bahrain,1997,32.9000015258789,2.926,22173.5604923996
Bangladesh,1997,56.5999984741211,3.479,467.832192601153
Barbados,1997,62.7000007629395,1.736,13917.3187263378
Belarus,1997,54.2999992370605,1.23,2255.69811240247
Belgium,1997,40.9000015258789,1.6,37021.7020421321
Belize,1997,37.0999984741211,3.908,3358.70309288633
Benin,1997,61.5999984741211,6.205,646.346030844632
Bhutan,1997,48.2000007629395,4.203,1081.08014348294
Bolivia,1997,59.7000007629395,4.331,1584.10560495389
Bosnia and Herzegovina,1997,34.5,1.598,2238.84139655409
Botswana,1997,68.8000030517578,3.746,4618.64786610039
Brazil,1997,53.2000007629395,2.451,8709.02827127636
Brunei Darussalam,1997,52.5,2.664,36669.3835521315
Bulgaria,1997,48.2000007629395,1.09,3843.12252499241
Burkina Faso,1997,76.6999969482422,6.754,403.596991456338
Burundi,1997,86.4000015258789,7.217,221.342162602886
Cabo Verde,1997,44.7999992370605,4.216,1618.24057502766
Cambodia,1997,75.9000015258789,4.325,359.301514580336
Cameroon,1997,61,5.823,1019.82951217022
Canada,1997,57.0999984741211,1.55,38966.5453435633
Central African Republic,1997,70.5999984741211,5.55,418.093219430715
Chad,1997,64.5,7.419,489.037046302753
Chile,1997,35.2000007629395,2.181,9548.07904820436
China,1997,71.6999969482422,1.522,1443.77471054146
Colombia,1997,41,2.535,4951.24667693811
Comoros,1997,29.5,5.642,754.589062046547
"Congo, Dem. Rep.",1997,70.1999969482422,7.112,332.881265987354
"Congo, Rep.",1997,63.5,5.121,2441.55155507889
Costa Rica,1997,37.2000007629395,2.649,5758.27600448793
Cote d'Ivoire,1997,47.7999992370605,6.08,1396.1433840142
Croatia,1997,45.5,1.69,9774.7448840481
Cuba,1997,37.4000015258789,1.635,3125.52534278527
Cyprus,1997,43.5999984741211,1.945,24234.4182212145
Czech Republic,1997,51.7000007629395,1.17,13935.762477218
Denmark,1997,58.7000007629395,1.75,51730.2612732289
Djibouti,1997,30.2000007629395,4.953,1093.00279373875
Dominican Republic,1997,45.4000015258789,3.014,3392.62186705917
Ecuador,1997,46.4000015258789,3.225,3917.65665416617
"Egypt, Arab Rep.",1997,19.2000007629395,3.459,1810.72828483554
El Salvador,1997,41.5999984741211,3.239,2847.71318428836
Equatorial Guinea,1997,80.4000015258789,5.872,3818.69577456802
Eritrea,1997,72.0999984741211,5.67,603.294050471249
Estonia,1997,54.2000007629395,1.32,8840.78881734536
Ethiopia,1997,71.3000030517578,6.861,199.38330786142
Fiji,1997,39.0999984741211,3.209,3130.72411222178
Finland,1997,54.5999984741211,1.75,35023.6717792955
France,1997,47.7999992370605,1.77,35181.0325793874
Gabon,1997,54.9000015258789,4.809,11800.8967562028
"Gambia, The",1997,70.5,5.995,499.149249980256
Georgia,1997,58.0999984741211,1.749,1298.67303721283
Germany,1997,48.5,1.35,35562.3265073572
Ghana,1997,71.8000030517578,4.869,921.746011310641
Greece,1997,37.9000015258789,1.28,21200.0528056616
Guatemala,1997,41.4000015258789,4.75,2423.54231240005
Guinea,1997,63.5,6.273,398.210152791343
Guinea-Bissau,1997,58.7999992370605,6.104,698.932807161684
Guyana,1997,38.5999984741211,3.15,2406.57260925082
Haiti,1997,57.0999984741211,4.665,763.501093489269
Honduras,1997,40.5999984741211,4.405,1678.9483061834
"Hong Kong SAR, China",1997,47.7000007629395,1.127,22758.374654407
Hungary,1997,39.2999992370605,1.37,9242.88889608767
Iceland,1997,68.8000030517578,2.04,32155.4020767772
India,1997,34.7999992370605,3.513,677.675042194729
Indonesia,1997,49.2000007629395,2.575,2433.0119486809
"Iran, Islamic Rep.",1997,11.3999996185303,2.734,4097.76562100044
Iraq,1997,12.1000003814697,5.218,2936.0999395181602
Ireland,1997,42,1.93,34074.5265669435
Israel,1997,45.7000007629395,2.94,24719.6211013559
Italy,1997,34,1.21,33837.0883258006
Jamaica,1997,63,2.704,4891.59907219876
Japan,1997,50.4000015258789,1.388,41861.8991156159
Jordan,1997,12.3000001907349,4.396,2840.31271180198
Kazakhstan,1997,63.5,2,3941.12484787173
Kenya,1997,65.1999969482422,5.102,854.485015792254
"Korea, Rep.",1997,50.0999984741211,1.52,13598.5105655154
Kuwait,1997,42.5999984741211,2.851,40839.251370348196
Kyrgyz Republic,1997,57.2999992370605,2.6,611.521285879766
Lao PDR,1997,79.5999984741211,4.936,598.757516969339
Latvia,1997,51.9000015258789,1.11,5850.30320567907
Lebanon,1997,18.7999992370605,2.468,6754.36056281001
Lesotho,1997,68.1999969482422,4.394,854.103772984656
Liberia,1997,57.7999992370605,6.061,234.772348414399
Libya,1997,24.1000003814697,3.307,NA
Lithuania,1997,53.7000007629395,1.47,6154.13351411506
Luxembourg,1997,37.5,1.71,74264.561207952
"Macao SAR, China",1997,55.2999992370605,1.119,21181.516664268
"Macedonia, FYR",1997,42,1.864,3159.93302642383
Madagascar,1997,84,5.841,415.313083634886
Malawi,1997,76,6.414,392.092218294704
Malaysia,1997,42.4000015258789,3.19,6962.40207600768
Maldives,1997,31.7999992370605,3.674,NA
Mali,1997,36.7999992370605,6.983,525.467642259525
Malta,1997,28.7000007629395,1.98,16191.1672578693
Mauritania,1997,21.3999996185303,5.585,989.415892000446
Mauritius,1997,39.7000007629395,2.04,4843.14424586855
Mexico,1997,39.9000015258789,2.917,7947.24060135262
Moldova,1997,57.7999992370605,1.719,1045.85165822723
Mongolia,1997,55.2999992370605,2.43,1524.86076317488
Montenegro,1997,43.4000015258789,1.927,4858.77783612045
Morocco,1997,28.8999996185303,3.029,1846.19817264632
Mozambique,1997,86.9000015258789,5.884,224.003114580016
Myanmar,1997,73,2.964,260.692938139291
Namibia,1997,47.9000015258789,4.345,3662.91942867027
Nepal,1997,80.8000030517578,4.47,426.069682290866
Netherlands,1997,49.7999992370605,1.56,41120.4114155129
New Zealand,1997,56.2999992370605,1.96,27684.5976597992
Nicaragua,1997,35.2000007629395,3.473,1195.49214631885
Niger,1997,33.5,7.748,335.8922460766
Nigeria,1997,42.9000015258789,6.19,1271.17561027084
Norway,1997,58.7999992370605,1.86,77119.4310326109
Oman,1997,20.7000007629395,4.631,17618.9045501923
Pakistan,1997,14.8000001907349,5.048,823.200580294581
Panama,1997,43.7000007629395,2.808,5045.26540648019
Papua New Guinea,1997,70,4.632,1376.50796183963
Paraguay,1997,50.7000007629395,3.911,2973.31327289428
Peru,1997,57.5,3.142,3327.77052151347
Philippines,1997,49.2999992370605,3.923,1603.70328928205
Poland,1997,49.7999992370605,1.51,7373.60097938179
Portugal,1997,51.0999984741211,1.47,19382.1296177206
Puerto Rico,1997,34.7999992370605,1.9,22842.3061755653
Qatar,1997,39.2999992370605,3.476,NA
Romania,1997,59.9000015258789,1.32,4883.48603455115
Russian Federation,1997,50.7999992370605,1.23,5804.14240311293
Rwanda,1997,85.8000030517578,5.926,323.824173491859
Samoa,1997,35.2999992370605,4.637,2566.28821131142
Sao Tome and Principe,1997,38.5999984741211,5.437,NA
Saudi Arabia,1997,16,4.608,15114.0339988462
Senegal,1997,63.7999992370605,5.833,811.763909862188
Serbia,1997,44.7000007629395,1.6,3475.10205239293
Sierra Leone,1997,65.4000015258789,6.448,339.038240827645
Singapore,1997,50.4000015258789,1.635,31363.408990084
Slovak Republic,1997,51.7999992370605,1.43,9811.76091695779
Slovenia,1997,52.5999984741211,1.25,16423.2232778304
Solomon Islands,1997,52.7999992370605,4.968,1543.87874554782
South Africa,1997,46.5,2.983,6084.94948310552
Spain,1997,38.2000007629395,1.18,25309.4877269481
Sri Lanka,1997,35.5,2.252,1615.87442677859
St. Lucia,1997,60.2000007629395,2.644,6026.16852881391
St. Vincent and the Grenadines,1997,48.5999984741211,2.576,4365.31274544487
Sudan,1997,28.7000007629395,5.672,931.72371259491
Suriname,1997,34.5,2.941,5784.01155900882
Swaziland,1997,42.5,4.564,2940.44965910479
Sweden,1997,57.7999992370605,1.52,39283.5772698626
Switzerland,1997,56.9000015258789,1.48,62695.4818699699
Tajikistan,1997,58.2999992370605,4.34,366.18881499564
Tanzania,1997,87.0999984741211,5.78,472.237069204101
Thailand,1997,67.4000015258789,1.781,3564.0813918645
Timor-Leste,1997,39,6.832,NA
Togo,1997,73.5,5.588,572.530313704815
Tonga,1997,47.2999992370605,4.34,3017.51293964918
Trinidad and Tobago,1997,46.9000015258789,1.843,7830.05225076297
Tunisia,1997,23.6000003814697,2.38,2717.82915633295
Turkey,1997,28.6000003814697,2.63,7845.44696539223
Turkmenistan,1997,47.5,3.159,1884.64309749596
Uganda,1997,81.3000030517578,6.967,390.933854888392
Ukraine,1997,53.2999992370605,1.27,1704.3140236587
United Arab Emirates,1997,32.4000015258789,3.052,65885.3960918428
United Kingdom,1997,53.2000007629395,1.72,32194.6481790456
United States,1997,58.7000007629395,1.971,40965.8466450522
Uruguay,1997,50.5999984741211,2.327,9089.15710110223
Uzbekistan,1997,47,3.082,750.091377017855
Vanuatu,1997,72.8000030517578,4.614,2709.26402520629
"Venezuela, RB",1997,46.2000007629395,2.967,12808.0588405573
Vietnam,1997,73.3000030517578,2.359,695.392209942484
West Bank and Gaza,1997,10.3000001907349,5.907,1905.34894327062
"Yemen, Rep.",1997,19.7999992370605,6.986,1065.33070073387
Zambia,1997,74.6999969482422,6.165,934.462679980333
Zimbabwe,1997,67.5,4.237,1282.46581415052
Afghanistan,1998,13.8999996185303,7.617,NA
Albania,1998,52.4000015258789,2.337,1839.93041760641
Algeria,1998,11.8000001907349,2.796,3398.32993244042
Angola,1998,67.5999984741211,6.981,2288.84443899524
Argentina,1998,41.9000015258789,2.623,8752.30792240127
Armenia,1998,58.0999984741211,1.762,1265.83493903113
Australia,1998,53.7999992370605,1.762,41459.6942568523
Austria,1998,48.0999984741211,1.37,39342.4535024213
Azerbaijan,1998,56.5,2,1392.36119355104
"Bahamas, The",1998,65.5,2.263,22776.3162749194
Bahrain,1998,33.5999984741211,2.862,22475.5059002524
Bangladesh,1998,55.7999992370605,3.372,481.929827550727
Barbados,1998,63.0999984741211,1.739,14383.7377968147
Belarus,1998,53.5999984741211,1.27,2456.83317297076
Belgium,1998,41.5,1.6,37672.4559077698
Belize,1998,37.9000015258789,3.805,3353.00424211736
Benin,1998,62.4000015258789,6.128,652.939320774459
Bhutan,1998,49.5999984741211,4.002,1117.99692721989
Bolivia,1998,59.7000007629395,4.241,1631.56339811608
Bosnia and Herzegovina,1998,34.0999984741211,1.55,2590.46940700713
Botswana,1998,69.0999984741211,3.631,4562.55040674167
Brazil,1998,53.5999984741211,2.427,8604.09243664343
Brunei Darussalam,1998,53.5999984741211,2.526,35644.4328530935
Bulgaria,1998,46.9000015258789,1.11,4004.26340929735
Burkina Faso,1998,76.6999969482422,6.704,421.115114841564
Burundi,1998,85.4000015258789,7.165,228.597252896518
Cabo Verde,1998,45.2000007629395,4.036,1777.0934254974
Cambodia,1998,75.5999984741211,4.146,367.486133776213
Cameroon,1998,61.0999984741211,5.749,1041.52641027587
Canada,1998,57.7000007629395,1.53,40130.2520345037
Central African Republic,1998,70.5,5.522,428.062011452092
Chad,1998,64.4000015258789,7.405,505.103563238175
Chile,1998,35.5,2.143,9726.90621021416
China,1998,71.4000015258789,1.477,1542.06409652235
Colombia,1998,43.5,2.481,4904.7485653418
Comoros,1998,29.7999992370605,5.552,744.205456560714
